Time,/SystemB/Rocket/FlightComputer/flight_stage,/SystemB/Rocket/FlightComputer/acceleration_x,/SystemB/Rocket/FlightComputer/acceleration_y,/SystemB/Rocket/FlightComputer/acceleration_z,/SystemB/Rocket/FlightComputer/gps_altitude,/SystemB/Rocket/FlightComputer/gps_latitude,/SystemB/Rocket/FlightComputer/gps_longitude,/SystemB/Rocket/FlightComputer/barometer_altitude_from_pad
2026-03-28T18:17:37.952Z,Drogue descent,-0.731,0.582,-0.705,980.722,42.707592,-77.20536,2302.4453
2026-03-28T18:17:38.462Z,Drogue descent,-0.698,0.791,-0.711,929.551,42.707577,-77.20524,2281.7375
2026-03-28T18:17:38.462Z,Drogue descent,-0.568,0.834,-0.674,929.551,42.707577,-77.20524,2241.8337
2026-03-28T18:17:38.464Z,Drogue descent,-0.53,0.815,-0.752,929.551,42.707577,-77.20524,2206.4038
2026-03-28T18:17:38.871Z,Drogue descent,-0.687,0.853,-0.815,929.551,42.707577,-77.20524,2186.344
2026-03-28T18:17:38.872Z,Drogue descent,-0.602,1.053,-0.794,929.551,42.707577,-77.20524,2163.9377
2026-03-28T18:17:39.383Z,Drogue descent,-0.561,1.179,-0.707,929.551,42.707577,-77.20524,2122.7039
2026-03-28T18:17:39.384Z,Drogue descent,-0.595,0.803,-0.726,878.683,42.707542,-77.205086,2091.5168
2026-03-28T18:17:39.384Z,Drogue descent,-0.758,0.779,-0.629,878.683,42.707542,-77.205086,2063.8845
2026-03-28T18:17:39.899Z,Drogue descent,-0.67,0.807,-0.723,878.683,42.707542,-77.205086,2008.1008
2026-03-28T18:17:39.900Z,Drogue descent,-0.435,0.85,-0.833,878.683,42.707542,-77.205086,1977.6067
2026-03-28T18:17:39.900Z,Drogue descent,-0.558,0.703,-0.781,878.683,42.707542,-77.205086,1949.7747
2026-03-28T18:17:41.437Z,Drogue descent,-0.67,0.849,-0.732,827.508,42.7075,-77.20497,1935.1357
2026-03-28T18:17:41.438Z,Drogue descent,-0.484,1.105,-0.649,827.508,42.7075,-77.20497,1902.9531
2026-03-28T18:17:41.438Z,Drogue descent,-0.443,0.899,-0.685,827.508,42.7075,-77.20497,1850.3545
2026-03-28T18:17:41.438Z,Drogue descent,-0.658,0.362,-0.672,827.508,42.7075,-77.20497,1818.2529
2026-03-28T18:17:41.439Z,Drogue descent,-0.731,0.545,-0.72,827.508,42.7075,-77.20497,1800.7561
2026-03-28T18:17:41.440Z,Drogue descent,-0.527,0.879,-0.747,827.508,42.7075,-77.20497,1776.2742
2026-03-28T18:17:41.440Z,Drogue descent,-0.407,0.945,-0.759,776.24,42.707474,-77.204834,1745.4067
2026-03-28T18:17:41.441Z,Drogue descent,-0.523,1.161,-0.826,776.24,42.707474,-77.204834,1693.6372
2026-03-28T18:17:41.943Z,Drogue descent,-0.49,1.229,-0.748,776.24,42.707474,-77.204834,1702.0657
2026-03-28T18:17:41.944Z,Drogue descent,-0.774,1.447,-0.691,776.24,42.707474,-77.204834,1643.9768
2026-03-28T18:17:41.945Z,Drogue descent,-0.82,0.789,-0.705,776.24,42.707474,-77.204834,1604.534
2026-03-28T18:17:42.455Z,Drogue descent,-0.782,0.78,-0.624,776.24,42.707474,-77.204834,1576.139
2026-03-28T18:17:42.456Z,Drogue descent,-0.498,0.877,-0.599,725.389,42.707424,-77.20471,1535.619
2026-03-28T18:17:42.456Z,Drogue descent,-0.487,0.822,-0.813,725.389,42.707424,-77.20471,1504.9713
2026-03-28T18:17:42.967Z,Drogue descent,-0.572,0.779,-0.8,725.389,42.707424,-77.20471,1480.7032
2026-03-28T18:17:42.968Z,Main descent,-0.513,1.05,-0.763,725.389,42.707424,-77.20471,1454.7231
2026-03-28T18:17:42.970Z,Main descent,-0.307,1.029,-0.78,725.389,42.707424,-77.20471,1424.4355
2026-03-28T18:17:43.376Z,Main descent,-0.507,0.509,-0.789,674.625,42.707394,-77.20461,1363.9454
2026-03-28T18:17:43.377Z,Main descent,-0.821,0.345,-0.652,674.625,42.707394,-77.20461,1343.8055
2026-03-28T18:17:43.874Z,Main descent,-0.81,0.595,-0.636,674.625,42.707394,-77.20461,1310.7462
2026-03-28T18:17:43.875Z,Main descent,-0.567,0.795,-0.589,674.625,42.707394,-77.20461,1274.8478
2026-03-28T18:17:43.875Z,Main descent,-0.448,0.526,-0.682,674.625,42.707394,-77.20461,1234.686
2026-03-28T18:17:44.401Z,Main descent,-0.517,0.365,-0.792,674.625,42.707394,-77.20461,1206.3154
2026-03-28T18:17:44.402Z,Main descent,-0.511,0.49,-0.86,623.415,42.70737,-77.20448,1175.9651
2026-03-28T18:17:44.402Z,Main descent,-0.417,0.681,-0.84,623.415,42.70737,-77.20448,1150.7891
2026-03-28T18:17:44.913Z,Main descent,-0.446,0.573,-0.727,623.415,42.70737,-77.20448,1115.9161
2026-03-28T18:17:44.914Z,Main descent,-0.587,0.35,-0.771,623.415,42.70737,-77.20448,1077.6566
2026-03-28T18:17:45.425Z,Main descent,-0.564,0.609,-0.719,570.813,42.707333,-77.20437,1000.6952
2026-03-28T18:17:45.426Z,Main descent,-0.447,0.679,-0.706,570.813,42.707333,-77.20437,966.54614
2026-03-28T18:17:45.937Z,Main descent,-0.469,0.632,-0.841,570.813,42.707333,-77.20437,939.8202
2026-03-28T18:17:45.938Z,Main descent,-0.551,0.549,-0.9,570.813,42.707333,-77.20437,908.57275
2026-03-28T18:17:45.938Z,Main descent,-0.587,0.563,-0.873,570.813,42.707333,-77.20437,881.6085
2026-03-28T18:17:46.449Z,Main descent,-0.531,0.613,-0.699,570.813,42.707333,-77.20437,840.2106
2026-03-28T18:17:46.450Z,Main descent,-0.568,0.485,-0.692,517.05,42.707314,-77.20425,802.2612
2026-03-28T18:17:46.450Z,Main descent,-0.699,0.382,-0.775,517.05,42.707314,-77.20425,778.4923
2026-03-28T18:17:46.961Z,Main descent,-0.69,0.496,-0.667,517.05,42.707314,-77.20425,754.1759
2026-03-28T18:17:46.962Z,Main descent,-0.45,0.508,-0.817,517.05,42.707314,-77.20425,695.15234
2026-03-28T18:17:46.964Z,Main descent,-0.512,0.422,-1.125,517.05,42.707314,-77.20425,665.2567
2026-03-28T18:17:47.472Z,Main descent,-0.657,0.626,-1.039,462.879,42.70729,-77.2041,617.92883
2026-03-28T18:17:47.473Z,Main descent,-0.667,0.804,-0.852,462.879,42.70729,-77.2041,590.9149
2026-03-28T18:17:47.475Z,Main descent,-0.621,0.924,-0.726,462.879,42.70729,-77.2041,565.6072
2026-03-28T18:17:47.882Z,Main descent,-0.686,0.809,-0.695,462.879,42.70729,-77.2041,495.40863
2026-03-28T18:17:48.395Z,Main descent,-0.704,0.636,-0.784,462.879,42.70729,-77.2041,464.56787
2026-03-28T18:17:48.395Z,Main descent,-0.636,0.687,-0.923,408.378,42.707268,-77.20398,434.0337
2026-03-28T18:17:48.396Z,Main descent,-0.477,0.991,-0.917,408.378,42.707268,-77.20398,410.24292
2026-03-28T18:17:48.908Z,Main descent,-0.887,0.929,-0.632,408.378,42.707268,-77.20398,304.36212
2026-03-28T18:17:49.418Z,Main descent,-0.727,1.129,-0.735,354.205,42.707253,-77.20384,279.26862
2026-03-28T18:17:49.419Z,Main descent,-0.527,0.896,-0.72,354.205,42.707253,-77.20384,233.30933
2026-03-28T18:17:49.421Z,Main descent,-0.686,0.4,-0.854,354.205,42.707253,-77.20384,187.4137
2026-03-28T18:17:49.623Z,Main descent,-0.86,0.405,-1.003,354.205,42.707253,-77.20384,166.84845
2026-03-28T18:17:49.931Z,Main descent,-0.603,1.204,-0.924,354.205,42.707253,-77.20384,158.23761
2026-03-28T18:17:49.934Z,Main descent,-0.308,0.885,-0.737,354.205,42.707253,-77.20384,101.34973
2026-03-28T18:17:50.443Z,Main descent,-1.172,-0.335,-3.097,300.334,42.707226,-77.20371,91.36981
2026-03-28T18:17:50.443Z,Main descent,-1.281,1.494,-2.313,300.334,42.707226,-77.20371,22.419434
2026-03-28T18:18:07.441Z,Pad,0.719,0.678,0.154,0.0,0.0,0.0,-1.8906555
2026-03-28T18:18:07.442Z,Pad,0.719,0.678,0.154,0.0,0.0,0.0,-4.655487
2026-03-28T18:18:07.443Z,Pad,0.719,0.678,0.154,0.0,0.0,0.0,-4.655487
2026-03-28T18:18:08.978Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,-3.2739563
2026-03-28T18:18:08.979Z,Pad,0.72,0.679,0.154,0.0,0.0,0.0,0.8727112
2026-03-28T18:18:13.380Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,-0.5090027
2026-03-28T18:18:14.916Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,-0.5090027
2026-03-28T18:18:27.372Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,1.1493835
2026-03-28T18:18:27.921Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,-1.6139832
2026-03-28T18:18:27.922Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-1.6139832
2026-03-28T18:18:29.457Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,1.1493835
2026-03-28T18:18:30.379Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,1.1493835
2026-03-28T18:18:34.474Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:35.396Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-1.6139832
2026-03-28T18:18:35.398Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:35.670Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-1.6139832
2026-03-28T18:18:35.873Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:36.420Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-1.6139832
2026-03-28T18:18:36.933Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,1.1493835
2026-03-28T18:18:36.934Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,1.1493835
2026-03-28T18:18:37.445Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,1.1493835
2026-03-28T18:18:37.446Z,Pad,0.72,0.679,0.154,0.0,0.0,0.0,1.1493835
2026-03-28T18:18:37.447Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-1.6139832
2026-03-28T18:18:38.469Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-1.6139832
2026-03-28T18:18:38.470Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:38.470Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,-1.6139832
2026-03-28T18:18:38.878Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,1.1493835
2026-03-28T18:18:39.390Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-1.6139832
2026-03-28T18:18:39.391Z,Pad,0.719,0.678,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:39.391Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,-1.6139832
2026-03-28T18:18:39.901Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:39.902Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:40.413Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:40.414Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:40.926Z,Pad,0.72,0.679,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:42.464Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:43.383Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:44.407Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:44.919Z,Pad,0.719,0.679,0.154,0.0,0.0,0.0,5.0198364
2026-03-28T18:18:45.431Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,2.2544556
2026-03-28T18:18:45.432Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-0.5090027
2026-03-28T18:18:48.566Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-0.5090027
2026-03-28T18:18:48.567Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-0.5090027
2026-03-28T18:18:48.567Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-0.5090027
2026-03-28T18:18:48.567Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-0.5090027
2026-03-28T18:18:51.123Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,-0.5090027
2026-03-28T18:18:54.373Z,Pad,0.719,0.679,0.153,0.0,0.0,0.0,2.2544556
